Var1,Var2
"bai,mian,shu,sheng","白面书生"
"bai,miao","白描"
"bai,mo","白沫"
"bai,mu","柏木"
"bai,mu,da","百慕大"
"bai,mu,da,qun,dao","百慕大群岛"
"bai,mu,da,san,jiao","百慕大三角"
"bai,mu,er","白木耳"
"bai,na,ben","百衲本"
"bai,na,yi","百衲衣"
"bai,nei,zhang","白内障"
"bai,nen","白嫩"
"bai,nian","百年,拜年"
"bai,nian,bu,yu","百年不遇"
"bai,nian,da,ji","百年大计"
"bai,nian,feng","拜年封"
"bai,nian,shu,ren","百年树人"
"bai,nian,zhi,hao","百年之好"
"bai,nian,zhi,hou","百年之后"
"bai,niang,zi","白娘子"
"bai,niao,chao,feng","百鸟朝凤"
"bai,niao,zheng,ming","百鸟争鸣"
"bai,nong","摆弄"
"bai,pang","白胖"
"bai,pi,shu","白皮书"
"bai,pi,song","白皮松"
"bai,ping","摆平"
"bai,pu","摆谱"
"bai,pu,er","摆谱儿"
"bai,qi","白旗"
"bai,qi,tun","白鳍豚"
"bai,qiu,en","白求恩"
"bai,qu","白区"
"bai,quan,fei,sheng","百犬吠声"
"bai,rao","白饶"
"bai,re","白热"
"bai,re,hua","白热化"
"bai,ren","白人,白刃"
"bai,ren,zhan","白刃战"
"bai,ri","白日"
"bai,ri,jian,gui","白日见鬼"
"bai,ri,ke","百日咳"
"bai,ri,meng","白日梦"
"bai,ri,wei,xin","百日维新"
"bai,ri,zhuang","白日撞"
"bai,ri,zuo,meng","白日做梦"
"bai,rou","白肉"
"bai,run","白润"
"bai,sao","拜扫"
"bai,se","白色"
"bai,se,kong,bu","白色恐怖"
"bai,se,wu,ran","白色污染"
"bai,sha,wa","白沙瓦"
"bai,shan","白鳝"
"bai,shan,hei,shui","白山黑水"
"bai,shao","白芍"
"bai,she","摆设"
"bai,sheng,sheng","白生生"
"bai,shi","拜师,百十,百世,白事,白食"
"bai,shi,ke,le","百事可乐"
"bai,shi,tong","百事通"
"bai,shi,you,yu","败事有余"
"bai,shou","摆手,白首,白手,拜寿,百兽"
"bai,shou,qi,jia","白手起家"
"bai,shu","柏树,白薯"
"bai,shui","白水"
"bai,si,bu,jie","百思不解"
"bai,su","败诉"
"bai,tai","摆台"
"bai,tan","摆摊"
"bai,tan,er","摆摊儿"
"bai,tan,zi","摆摊子"
"bai,tang","白糖,拜堂"
"bai,ti","白体"
"bai,tian","白天"
"bai,tian,di","拜天地"
"bai,tian,e","白天鹅"
"bai,tiao","白条"
"bai,tiao,zi","白条子"
"bai,tie","白铁"
"bai,tie,pi","白铁皮"
"bai,ting","白厅"
"bai,tong","白铜"
"bai,tou","白头"
"bai,tou,weng","白头翁"
"bai,tou,xie,lao","白头偕老"
"bai,tu","白兔"
"bai,tu,feng","白秃风"
"bai,tui","败退"
"bai,tuo","摆脱,拜托"
"bai,wan","百万"
"bai,wan,fu,weng","百万富翁"
"bai,wang","败亡,拜望"
"bai,wei","白薇"
"bai,wei,jun","白卫军"
"bai,wen","白文"
"bai,wen,bu,ru,yi,jian","百闻不如一见"
"bai,wen,bu,yan","百问不厌"
"bai,wu","百物"
"bai,wu,jiao","拜物教"
"bai,wu,jin,ji","百无禁忌"
"bai,wu,kuang","白钨矿"
"bai,wu,liao,lai","百无聊赖"
"bai,wu,yi,shi","百无一失"
"bai,xi","白皙,百戏"
"bai,xi,bao","白细胞"
"bai,xian","摆线,白鹇"
"bai,xiang","白相"
"bai,xie","拜谢,败谢"
"bai,xing","百姓,败兴"
"bai,xiong","白熊"
"bai,xu","败絮"
"bai,xu,qi,zhong","败絮其中"
"bai,xue","白雪"
"bai,xue,bing","白血病,败血病"
"bai,xue,gong,zhu","白雪公主"
"bai,xue,qiu","白血球"
"bai,xue,zheng","败血症"
"bai,yan","白眼,白烟,摆宴"
"bai,yan,zhu","白眼珠"
"bai,yang","白杨"
"bai,yang,dian","白洋淀"
"bai,yang,shu","白杨树"
"bai,yang,zi","摆样子"
"bai,yang,zuo","白羊座"
"bai,yao","白药"
"bai,ye","百业,百叶,拜谒,白夜,败叶"
"bai,ye,chuang","百叶窗"
"bai,ye,xiang","百叶箱"
"bai,ye,xiao,he","败也萧何"
"bai,yi","白衣,白蚁,白翳"
"bai,yi,bai,shun","百依百顺"
"bai,yi,tian,shi","白衣天使"
"bai,yi,zhan,shi","白衣战士"
"bai,yin","白银,败因"
"bai,you","柏油"
"bai,you,lu","柏油路"
"bai,yu","白玉"
"bai,yu,lan","白玉兰"
"bai,yun","白云"
"bai,yun,cang,gou","白云苍狗"
"bai,yun,e,bo","白云鄂博"
"bai,yun,guan","白云观"
"bai,yun,shan","白云山"
"bai,yun,shi","白云石"
"bai,yun,yan","白云岩"
"bai,zhan,bai,sheng","百战百胜"
"bai,zhan,bu,dai","百战不殆"
"bai,zhan,ji","白斩鸡"
"bai,zhan,ting","拜占庭"
"bai,zhang","败仗"
"bai,zhe","败者"
"bai,zhe,bu,hui","百折不回"
"bai,zhe,bu,nao","百折不挠"
"bai,zhe,qun","百褶裙"
"bai,zhen","败阵"
"bai,zhi","白纸,白芷,白质"
"bai,zhi,hei,zi","白纸黑字"
"bai,zhong","白种,摆钟"
"bai,zhou","白昼"
"bai,zhu","白术"
"bai,zhuan,dao,lu","白专道路"
"bai,zhuo","摆桌"
"bai,zi","白字,稗子"
"bai,zou","败走"
"bai,zu","白族"
"bai,zu,chui,chui,qiang","白族吹吹腔"
"bai,zu,zhi,chong","百足之虫"
"bai,zui,er","白嘴儿"
"ban","办,半,般,班,版,瓣,板,伴,搬,扮,斑,颁,扳,绊,拌,坂,阪"
"ban,an","办案"
"ban,bai","半百,斑白"
"ban,ban","斑斑,办班"
"ban,ban,la,la","半半拉拉"
"ban,ban,liu,shi,si","板板六十四"
"ban,bao","办报,板报,半饱"
"ban,bei,zi","半辈子"
"ban,ben","版本"
"ban,bi","半壁,板壁"
"ban,bi,he,shan","半壁河山"
"ban,bi,jiang,shan","半壁江山"
"ban,bian","半边"
"ban,bian,ren","半边人"
"ban,bian,tian","半边天"
"ban,bing","搬兵"
"ban,bo","斑驳"
"ban,bo,lu,li","斑驳陆离"
"ban,bu","颁布"
"ban,bu,dao,er","扳不倒儿"
"ban,ca","板擦"
"ban,ca,er","板擦儿"
"ban,cai","板材"
"ban,chan","班禅"
"ban,chang","半场,办厂,伴唱"
"ban,che","班车,板车"
"ban,cheng,pin","半成品"
"ban,chuang","板床"
"ban,ci","班次,版次"
"ban,cuo","板锉"
"ban,da","半大"
"ban,dao","半岛,办到,绊倒,扳道"
"ban,dao,er","半道儿"
"ban,dao,gong","扳道工"
"ban,dao,ti","半导体"
"ban,deng","板凳"
"ban,di","班底"
"ban,di,xia","半地下"
"ban,dian","半点,斑点"
"ban,dian,er","半点儿"
"ban,diao,zi","半吊子"
"ban,dong","搬动,扳动"
"ban,du","伴读"
"ban,er","伴儿"
"ban,fa","办法,颁发"
"ban,fang","班房,板房"
"ban,fei","班费"
"ban,feng,jian","半封建"
"ban,fu","板斧"
"ban,gao","办稿"
"ban,ge","半个"
"ban,gong","办公"
"ban,gong,ban,du","半工半读"
"ban,gong,chu","办公处"
"ban,gong,hui,yi","办公会议"
"ban,gong,lou","办公楼"
"ban,gong,shi","办公室"
"ban,gong,ting","办公厅"
"ban,gong,zhuo","办公桌"
"ban,gu","板鼓"
"ban,guan,fang","半官方"
"ban,gui,guan","半规管"
"ban,gui,lian","扮鬼脸"
"ban,han","半酣"
"ban,hen","瘢痕,斑痕"
"ban,hu","板胡"
"ban,hua","版画"
"ban,hui","班会,扳回"
"ban,huo","拌和,办货"
"ban,ji","班机,扳机,版籍,班级"
"ban,ji,ti","班集体"
"ban,ji,xie,hua","半机械化"
"ban,jia","半价,搬家"
"ban,jiang","颁奖"
"ban,jiao","绊脚"
"ban,jiao,shi","绊脚石"
"ban,jie","半截,板结,办结"
"ban,jie,zi","半截子"
"ban,jin","搬进"
"ban,jin,ba,liang","半斤八两"
"ban,jing","半径"
"ban,jiu","斑鸠,半旧"
"ban,jue,sai","半决赛"
"ban,ka","板卡"
"ban,ke","版刻"
"ban,kong","半空"
"ban,kong,zhong","半空中"
"ban,kou","版口"
"ban,kuai","板块"
"ban,la","半拉"
"ban,la,zi","半拉子"
"ban,lan","斑斓"
"ban,lan,gen","板蓝根"
"ban,lang","伴郎"
"ban,lao,dong,li","半劳动力"
"ban,lao,xu,niang","半老徐娘"
"ban,li","办理,板栗"
"ban,li,yi","办理一"
"ban,lian","板脸"
"ban,liu,ti","半流体"
"ban,lu","半路"
"ban,lu,chu,jia","半路出家"
"ban,lu,sha,chu,ge,cheng,yao,jin","半路杀出个程咬金"
"ban,lun","班轮"
"ban,lv","伴侣"
"ban,ma","斑马"
"ban,ma,suo","绊马索"
"ban,ma,xian","斑马线"
"ban,mao","斑蝥"
"ban,men","板门"
"ban,men,dian","板门店"
"ban,men,nong,fu","班门弄斧"
"ban,mian","版面"
"ban,mo","瓣膜"
"ban,na","版纳"
"ban,nian","半年"
"ban,niang","伴娘"
"ban,nong","搬弄"
"ban,nong,shi,fei","搬弄是非"
"ban,pei","般配"
"ban,piao","半票"
"ban,ping,cu","半瓶醋"
"ban,qi","班期"
"ban,qi,shi,tou,da,zi,ji,de,jiao","搬起石头打自己的脚"
"ban,qi,shi,tou,za,zi,ji,de,jiao","搬起石头砸自己的脚"
"ban,qian","搬迁"
"ban,qian,hu","搬迁户"
"ban,qiao","板桥"
"ban,qiu","半球,板球"
"ban,quan","版权"
"ban,quan,ye","版权页"
"ban,ri","半日"
"ban,sang,shi","办丧事"
"ban,shan,yao","半山腰"
"ban,shang","半晌"
"ban,shang,ding,ding","板上钉钉"
"ban,shen","半身"
"ban,shen,bu,sui","半身不遂"
"ban,shen,xiang","半身像"
"ban,sheng","半生,伴生"
"ban,sheng,bu,shu","半生不熟"
"ban,sheng,shu","伴生树"
"ban,shi","办事,版式,板式,半世,班师"
"ban,shi,bu,lao","办事不牢"
"ban,shi,chu","办事处"
"ban,shi,yuan","办事员"
"ban,shi,zu","办事组"
"ban,shou","扳手"
"ban,shu","半数,板书"
"ban,shua","板刷"
"ban,shuai,qi","半衰期"
"ban,shui","版税"
"ban,shui,sheng","半水生"
"ban,si","半死"
"ban,si,bu,huo","半死不活"
"ban,suan","拌蒜"
"ban,sui","伴随"
"ban,tian","半天"
"ban,tiao","板条"
"ban,tong","伴同"
"ban,tou","版头"
"ban,tou,ming","半透明"
"ban,tu","版图,半途,斑秃"
"ban,tu,er,fei","半途而废"
"ban,tui,ban,jiu","半推半就"
"ban,tuo","办妥"
"ban,tuo,chan","半脱产"
"ban,wa","板瓦"
"ban,wen","斑纹"
"ban,wen,ban,bai","半文半白"
"ban,wen,mang","半文盲"
"ban,wu","伴舞"
"ban,wu,chan,jie,ji","半无产阶级"
"ban,wu,hui","班务会"
"ban,xi","扮戏"
"ban,xi,shi","办喜事"
"ban,xia","半夏"
"ban,xiang","扮相"
"ban,xin","版心"
"ban,xin,ban,yi","半信半疑"
"ban,xin,bu,jiu","半新不旧"
"ban,xing","颁行"
"ban,xiu","半休"
"ban,xue","办学"
"ban,ya","板鸭,板牙"
"ban,yan","扮演,板眼,搬演"
"ban,yao","半腰"
"ban,ye","半夜"
"ban,ye,qiao,men,xin,bu,jing","半夜敲门心不惊"
"ban,ye,san,geng","半夜三更"
"ban,yi","搬移"
"ban,yin","伴音,半音"
"ban,ying","半影,板硬"
"ban,yong","搬用"
"ban,you","伴有,伴游,板油"
"ban,yu,qiu","板羽球"
"ban,yuan","半圆"
"ban,yuan,xing","半圆形"
"ban,yuan,yin","半元音"
"ban,yue,kan","半月刊"
"ban,yue,xing","半月形"
"ban,yun","搬运"
"ban,yun,gong","搬运工"
"ban,zhang","班长,板障"
"ban,zhe,lian","板着脸"
"ban,zhen","斑疹"
"ban,zhen,ban,jia","半真半假"
"ban,zheng","板正"
"ban,zhi","板滞,办置"
"ban,zhi,er","扳指儿"
"ban,zhi,min,di","半殖民地"
"ban,zhi,pin","半制品"
"ban,zhong,yao","半中腰"
"ban,zhu","版主,斑竹,班主,版筑"
"ban,zhu,er","班珠尔"
"ban,zhu,ren","班主任"
"ban,zhuang","扮装"
"ban,zi","班子,板子,扳子,半子,绊子"
"ban,zi,dong","半自动"
"ban,zi,dong,hua","半自动化"
"ban,zi,geng,nong","半自耕农"
"ban,zou","伴奏,搬走"
"ban,zu","班组"
"ban,zui","拌嘴"
"bang","帮,邦,棒,傍,榜,绑,膀,镑,谤,磅,蚌,梆,浜"
"bang,ban","帮办"
"bang,bi","膀臂"
"bang,bian,er","傍边儿"
"bang,bing","棒冰"
"bang,bu","帮补"
"bang,cao","棒操"
"bang,chen","帮衬"
"bang,cheng","磅秤"
"bang,chu","帮厨"
"bang,chuang","棒疮"
"bang,chui","棒槌"
"bang,cou","帮凑"
"bang,da,bu,hui,tou","棒打不回头"
"bang,da,yao,yuan","膀大腰圆"
"bang,dai","绑带"
"bang,dao,mang","帮倒忙"
"bang,er,xiang","棒儿香"
"bang,fei","绑匪"
"bang,fu","帮扶,绑缚"
"bang,gong","帮工"
"bang,he","棒喝"
"bang,hei","傍黑"
"bang,hei,er","傍黑儿"
"bang,hui","帮会"
"bang,jia","绑架"
"bang,jiao","帮教,邦交"
"bang,jiao,zheng,chang,hua","邦交正常化"
"bang,ke","蚌壳"
"bang,kuo,yao,yuan","膀阔腰圆"
"bang,lian","邦联"
"bang,liang,er","傍亮儿"
"bang,mang","帮忙"
"bang,pai","帮派"
"bang,piao","绑票"
"bang,qiang","帮腔"
"bang,qiu","棒球"
"bang,ren,men,hu","傍人门户"
"bang,shang,wu,ming","榜上无名"
"bang,shang,you,ming","榜上有名"
"bang,shou","榜首,帮手"
"bang,shu","榜书"
"bang,shui","傍水"
"bang,tao","帮套"
"bang,tong","帮同"
"bang,tui","绑腿"
"bang,wan","傍晚"
"bang,wei","榜尾"
"bang,wen","榜文"
"bang,wo","帮我"
"bang,wu","傍午"
"bang,xian","帮闲"
"bang,xiong","帮凶"
"bang,xun,gang","磅逊港"
"bang,yan","榜眼"
"bang,yang","榜样"
"bang,yi","傍依"
"bang,ying","梆硬"
"bang,yong","帮佣"
"bang,za","绑扎"
"bang,zhen","棒针"
"bang,zhu","帮助,帮主"
"bang,zi","棒子,膀子,梆子,帮子"
"bang,zi,mian","棒子面"
"bang,zi,qiang","梆子腔"
"bao","报,保,包,宝,暴,抱,薄,爆,胞,堡,鲍,饱,剥,豹,褒,雹,苞,瀑,煲,曝,葆,孢,褓,龅"
"bao,an","保安,报案"
"bao,an,dui","保安队"
"bao,an,zu","保安族"
"bao,ba","报靶"
"bao,ban","包办,薄板"
"bao,ban,dai,ti","包办代替"
"bao,ban,hun,yin","包办婚姻"
"bao,bao","宝宝,薄薄"
"bao,bei","宝贝"
"bao,bei,er","宝贝儿"
"bao,bei,ge,da","宝贝疙瘩"
"bao,bei,zhuang","包背装"
"bao,ben","保本"
"bao,bi","包庇,薄壁"
"bao,bian","褒贬"
"bao,biao","报表,保镖"
"bao,bing","薄饼,抱病,刨冰,暴病"
"bao,bo","胞波"
"bao,bu,ding","保不定"
"bao,bu,ping","抱不平"
"bao,bu,qi","保不齐"
"bao,bu,zhu","保不住"
"bao,can","饱餐"
"bao,can,shou,que","抱残守缺"
"bao,cang","保藏,包藏"
"bao,cang,huo,xin","包藏祸心"
"bao,cha","宝刹"
"bao,chan","包产"
"bao,chan,dao,hu","包产到户"
"bao,chang","饱尝,包场,报偿"
"bao,chao","爆炒,包抄"
"bao,che","包车"
"bao,cheng","宝城,报呈"
"bao,cheng,yi,tuan","抱成一团"
"bao,cheng,zhi","包乘制"
"bao,cheng,zu","包乘组"
"bao,chi","保持"
"bao,chou","报酬,报仇"
"bao,chou,xue,hen","报仇雪恨"
"bao,chuang","刨床"
"bao,chun","报春"
"bao,chun,hua","报春花"
"bao,ci","褒词"
"bao,cu,tui","抱粗腿"
"bao,cui","薄脆"
"bao,cun","保存"
"bao,cun,qi","保存期"
"bao,da","报答,暴打"
"bao,da,tian,xia","包打天下"
"bao,dan","保单,报单,包单"
"bao,dao","报道,报到,报导,宝岛,宝刀,刨刀"
"bao,dao,bu,lao","宝刀不老"
"bao,dao,yuan","报道员"
"bao,de","报德"
"bao,de,zhu","保得住"
"bao,di","宝地,保底,胞弟,保堤"
"bao,dian","宝典,宝殿"
"bao,die","暴跌"
"bao,ding","保定,抱定"
"bao,dong","暴动"
"bao,dong,dui","暴动队"
"bao,du","饱读"
"bao,du,er","爆肚儿"
"bao,duan","报端"
"bao,en","报恩"
"bao,er","包儿"
"bao,fa","爆发,暴发"
"bao,fa,hu","暴发户"
"bao,fa,li","爆发力"
"bao,fa,yin","爆发音"
"bao,fan","包饭,报贩"
"bao,fang","包房"
"bao,fei","报废,保费"
"bao,fen","孢粉"
"bao,feng","暴风"
"bao,feng,xue","暴风雪"
"bao,feng,yu","暴风雨"
"bao,feng,yu,zuo,zhan","暴风雨作战"
"bao,feng,zhou,yu","暴风骤雨"
"bao,fo,jiao","抱佛脚"
"bao,fu","报复,包袱,抱负,暴富"
"bao,fu,pi,er","包袱皮儿"
"bao,gai,er","宝盖儿"
"bao,gan","包干"
"bao,gan,dao,hu","包干到户"
"bao,gan,er","包干儿"
"bao,gan,zhi","包干制"
"bao,gang","包钢"
"bao,gao","报告"
"bao,gao,hui","报告会"
"bao,gao,tuan","报告团"
"bao,gao,wen,xue","报告文学"
"bao,ge","饱嗝"
"bao,ge,er","饱嗝儿"
"bao,gong","包工,包公,报功,刨工"
"bao,gong,bao,liao","包工包料"
"bao,gong,tou","包工头"
"bao,gu","包谷,苞谷"
"bao,guan","保管,报关,包管,报馆,报官"
"bao,guan,xiang","保管箱"
"bao,guan,yuan","保管员,报关员"
"bao,guang","曝光,暴光"
"bao,guang,biao","曝光表"
"bao,gui","宝贵"
"bao,guo","报国,包裹"
"bao,han","包含,饱含,包涵,抱憾"
"bao,han,bu,zhi,e,han,ji","饱汉不知饿汉饥"
"bao,hao","宝号"
"bao,he","饱和,宝盒"
"bao,he,dian","饱和点"
"bao,he,dian,liu","饱和电流"
"bao,he,du","饱和度"
"bao,he,rong,ye","饱和溶液"
"bao,he,zhuang,tai","饱和状态"
"bao,hen","抱恨"
"bao,hen,zhong,shen","抱恨终身"
"bao,hen,zhong,tian","抱恨终天"
"bao,hong","暴洪"
"bao,hu","保护,保户"
"bao,hu,ceng","保护层"
"bao,hu,dian,lu","保护电路"
"bao,hu,guan,shui","保护关税"
"bao,hu,guo","保护国"
"bao,hu,jia","保护价"
"bao,hu,jin","保护金"
"bao,hu,niao","保护鸟"
"bao,hu,ping,he","暴虎冯河"
"bao,hu,qu","保护区"
"bao,hu,ren","保护人"
"bao,hu,san","保护伞"
"bao,hu,se","保护色"
"bao,hu,wen,xue","保护文学"
"bao,hu,xing","保护性"
"bao,hu,zhu,yi","保护主义"
"bao,hua","刨花,报话"
"bao,hua,ban","刨花板"
"bao,hua,ji","报话机"
"bao,huan","包换,保换"
"bao,huang","保皇"
"bao,huang,dang","保皇党"
"bao,huang,pai","保皇派"
"bao,huo","宝货,包伙"
"bao,ji","宝鸡,包机"
"bao,jia","保驾,保价,保甲,包价,报架,报价"
"bao,jia,hu,hang","保驾护航"
"bao,jia,li,ya","保加利亚"
"bao,jia,wei,guo","保家卫国"
"bao,jia,xin","保价信"
"bao,jian","宝剑,保荐,保健"
"bao,jian,cao","保健操"
"bao,jian,qiu","保健球"
"bao,jian,shi","保健室"
"bao,jian,zhan","保健站"
"bao,jiang","褒奖,报奖"
"bao,jie","报界,报捷,保洁"
"bao,jin","包金"
"bao,jing","饱经,报警"
"bao,jing,cang,sang","饱经沧桑"
"bao,jing,feng,shuang","饱经风霜"
"bao,jing,qi","报警器"
"bao,jing,you,huan","饱经忧患"
"bao,ju","保举,包举"
"bao,juan","宝眷"
"bao,jun","暴君"
"bao,kan","报刊"
"bao,kan,za,zhi","报刊杂志"
"bao,kao","报考"
"bao,ku","宝库,暴库"
"bao,kuang","报矿"
"bao,kui","抱愧"
"bao,kuo","包括"
"bao,lan","包揽,饱览,报栏,宝蓝"
"bao,lang","报廊"
"bao,lei","堡垒"
"bao,leng,men","爆冷门"
"bao,li","暴力,暴利,暴戾"
"bao,li,ge,ming","暴力革命"
"bao,li,zi,sui","暴戾恣睢"
"bao,lian","暴敛"
"bao,liang","保量"
"bao,lie","爆裂,暴烈"
"bao,ling","报领"
"bao,ling,qiu","保龄球"
"bao,liu","保留"
"bao,liu,ju,mu","保留剧目"
"bao,lu","暴露"
"bao,lu,wen,xue","暴露文学"
"bao,lu,wu,yi","暴露无遗"
"bao,luan","暴乱"
"bao,luo","包罗"
"bao,luo,wan,xiang","包罗万象"
"bao,man","饱满,爆满"
"bao,mao","豹猫"
"bao,mei","胞妹,保媒"
"bao,mi","保密,苞米"
"bao,mi,hua","爆米花"
"bao,mi,xing","保密性"
"bao,miao","保苗"
"bao,ming","报名,保命"
"bao,mo","薄膜"
"bao,mu","保姆,鸨母,报幕"
"bao,mu,yuan","报幕员"
"bao,nang","包囊"
"bao,nu","暴怒"
"bao,nuan","保暖,饱暖"
"bao,pei","包赔"
"bao,peng","爆棚"
"bao,pi","报批,包皮"
"bao,pian","薄片,包片"
"bao,piao","保票,包票"
"bao,po","爆破"
"bao,po,shou","爆破手"
"bao,po,tong","爆破筒"
"bao,po,zu","爆破组"
"bao,qian","抱歉"
"bao,qing","报请"
"bao,qu","抱屈"
"bao,quan","保全,抱拳"
"bao,quan,gong","保全工"
"bao,ran","爆燃"
"bao,re","暴热"
"bao,ren","保人,报人"
"bao,rong","包容"
"bao,sang","报丧"
"bao,shai","暴晒"
"bao,shan","宝山,保山"
"bao,shan,kong,hui","宝山空回"
"bao,shang","保墒"
"bao,she","报社"
"bao,shen","报审"
"bao,shen,gong","包身工"
"bao,shi","宝石,报时,保释,饱食,报失"
"bao,shi,hua","宝石花"
"bao,shi,zhong,ri","饱食终日"
"bao,shou","保守,饱受,保收"
"bao,shou,dang","保守党"
"bao,shou,feng,yu","饱受风雨"
"bao,shou,liao,fa","保守疗法"
"bao,shou,pai","保守派"
"bao,shou,zhu,yi","保守主义"
"bao,shu","报数,宝书"
"bao,shui","保税"
"bao,shui,qu","保税区"
"bao,si","暴死"
"bao,si,liu,pi","豹死留皮"
"bao,song","报送,保送"
"bao,tai","胞胎,保胎"
"bao,tan","报摊"
"bao,tian,tian,wu","暴殄天物"
"bao,tiao","暴跳"
"bao,tiao,ru,lei","暴跳如雷"
"bao,ting","报亭"
"bao,tong","报童"
"bao,tou","包头,报头"
"bao,tou,da,ku","抱头大哭"
"bao,tou,huan,yan","豹头环眼"
"bao,tou,shu,cuan","抱头鼠窜"
"bao,tou,tong,ku","抱头痛哭"
"bao,tu","暴徒,暴突"
"bao,tu,quan","趵突泉"
"bao,tuan,er","抱团儿"
"bao,tui","包退"
"bao,wai,jiu,yi","保外就医"
"bao,wai,zhi,xing","保外执行"
"bao,wan","宝玩"
"bao,wei","保卫,包围"
"bao,wei,qu","抱委屈"
"bao,wei,quan","包围圈"
"bao,wei,zhan","保卫战"
"bao,wen","保温,报文"
"bao,wen,bei","保温杯"
"bao,wen,ceng","保温层"
"bao,wen,ping","保温瓶"
"bao,wo","抱窝"
"bao,wu","宝物,报务"
"bao,wu,yuan","报务员"
"bao,xi","报喜,保息,包席"
"bao,xi,bu,bao,you","报喜不报忧"
"bao,xian","保险,保鲜"
"bao,xian,dai","保险带"
"bao,xian,dan","保险单"
"bao,xian,dao","保险刀"
"bao,xian,deng","保险灯"
"bao,xian,fa","保险法"
"bao,xian,fei","保险费"
"bao,xian,gong,si","保险公司"
"bao,xian,gui","保险柜"
"bao,xian,he","保险盒"
"bao,xian,ji","保鲜剂"
"bao,xian,jin","保险金"
"bao,xian,qi","保险期"
"bao,xian,ren","保险人"
"bao,xian,si","保险丝"
"bao,xian,xi,shu","保险系数"
"bao,xian,xiang","保险箱"
"bao,xian,zhuang,zhi","保险装置"
"bao,xiang","包厢"
"bao,xiao","报销,报效,包销,报晓"
"bao,xin","报信"
"bao,xin,cai","包心菜"
"bao,xin,jiu,huo","抱薪救火"
"bao,xing","暴行"
"bao,xiong","胞兄"
"bao,xiu","保修,报修,包修"
"bao,xue","饱学"
"bao,yan,fu","饱眼福"
"bao,yang","保养,褒扬,抱养"
"bao,ye","报业"
"bao,yi","包衣,褒义,胞衣"
"bao,yi,ci","褒义词"
"bao,yi,lao,quan","饱以老拳"
"bao,yin","暴饮,包银"
"bao,yin,bao,shi","暴饮暴食"
"bao,ying","报应"
"bao,you","保有,保佑,报忧"
"bao,yu","暴雨,宝玉,鲍鱼,保育"
"bao,yu,yuan","保育员,保育院"
"bao,yuan","抱怨,报怨"
"bao,yuan,er","包圆儿"
"bao,yue","包月"
"bao,yun","包孕,包蕴"
"bao,za","包扎"
"bao,zai","雹灾"
"bao,zang","宝藏"
"bao,zao","暴躁"
"bao,zha","爆炸"
"bao,zha,li","爆炸力"
"bao,zha,xing","爆炸性"
"bao,zhai","堡寨"
"bao,zhan","报站"
"bao,zhang","保障,暴涨,报章,报账,保长"
"bao,zhang,za,zhi","报章杂志"
"bao,zhen,du","保真度"
"bao,zheng","保证,暴政"
"bao,zheng,jin","保证金"
"bao,zheng,ren","保证人"
"bao,zheng,shu","保证书"
"bao,zhi","报纸,保值,保质"
"bao,zhi,chu,xu","保值储蓄"
"bao,zhi,qi","保质期"
"bao,zhi,za,zhi","报纸杂志"
"bao,zhong","保重"
"bao,zhong,zhi,bao","宝中之宝"
"bao,zhu","爆竹,宝珠"
"bao,zhu,dui,er","抱柱对儿"
"bao,zhuang","包装"
"bao,zhuang,gong","包装工"
"bao,zhuang,xiang","包装箱"
"bao,zhuang,zhi","包装纸"
"bao,zhun","保准"
"bao,zi","包子,孢子,豹子,雹子,刨子"
"bao,zi,nang","孢子囊"
"bao,zi,zhi,wu","孢子植物"
"bao,zu","包租,暴卒"
"bao,zuo","宝座"
"bei","被,北,备,背,悲,贝,杯,辈,倍,卑,碑,惫,狈,钡,焙,呗,悖,碚"
"bei,ai","悲哀"
"bei,ai,er,lan","北爱尔兰"
"bei,an","备案"
"bei,ban","备办"
"bei,ban,qiu","北半球"
"bei,bao","背包"
"bei,bao,feng,yu","被暴风雨"
"bei,bao,fu","背包袱"
"bei,bi","卑鄙"
"bei,bi,shi","卑鄙是"
"bei,bi,wu,chi","卑鄙无耻"
"bei,bi,zhe","卑鄙者"
"bei,bian","北边"
"bei,bing,yang","北冰洋"
"bei,bo,xue,jie,ji","被剥削阶级"
"bei,bu","北部,被捕,背部"
"bei,bu,tuo","贝布托"
"bei,bu,wan","北部湾"
"bei,bu,zhu","备不住,背不住"
"bei,bu,zu,dao","卑不足道"
"bei,can","悲惨,钡餐"
"bei,ce","北侧"
"bei,cha","备查"
"bei,chang,jian,xin","备尝艰辛"
"bei,chao","北朝"
"bei,chen","北辰"
"bei,cheng,jie,yi","背城借一"
"bei,cheng,shu","被乘数"
"bei,chou","悲愁"
"bei,chu","辈出"
"bei,chu,shu","被除数"
"bei,chuang","悲怆"
"bei,da","北大"
"bei,da,cang","北大仓"
"bei,da,huang","北大荒"
"bei,da,xi,yang","北大西洋"
"bei,da,zi","背搭子"
"bei,dai","背带"
"bei,dai,he","北戴河"
"bei,dan","被单"
"bei,dao","悲悼,北岛"
"bei,dao,er,chi","背道而驰"
"bei,di","背地"
"bei,di,li","背地里"
"bei,diao","贝雕"
"bei,dong","被动"
"bei,dong,shi","被动式"
"bei,dong,xi,yan","被动吸烟"
"bei,dou","北斗"
"bei,dou,xing","北斗星"
"bei,duo","贝多"
"bei,duo,fen","贝多芬"
"bei,er,bu,yong","备而不用"
"bei,er,ge,lai,de","贝尔格莱德"
